VCCS Course Number,VCCS Course Title,VCCS Credits,VT Course Number,VT Course Title,VT Credits,Comments

BIO 173	BIOLOGY FOR BIOTECHNOLOGY	4	BIOL 1XXX	BIOLOGY ELECTIVE	4	
BIO 180	INTRO CAREERS IN BIOTECHNOLOGY	1-2	VT 1XXX	VIRGINIA TECH ELECTIVE	1-2	
BIO 190	COORDINATED INTERNSHIP	1-5	VT XXXX	NO VIRGINIA TECH CREDIT	0	
BIO 193	STUDIES IN	1-5	VT XXXX	NO VIRGINIA TECH CREDIT	0	
BIO 195	TOPICS IN	1-5	BIOL 1XXX	BIOLOGY ELECTIVE	1-5	BIOLOGY DEPARTMENT WILL CONSIDER DIRECT EQUIVALENT CREDIT WHEN SYLLABUS IS PROVIDED.
BIO 196	ON-SITE TRAINING	1-5	VT XXXX	NO VIRGINIA TECH CREDIT	0	
BIO 197	COOPERATIVE EDUCATION	1-5	VT XXXX	NO VIRGINIA TECH CREDIT	0	
BIO 198	SEMINAR AND PROJECT	1-5	BIOL 1XXX	BIOLOGY ELECTIVE	1-5	
BIO 199	SUPERVISED STUDY	1-5	BIOL 1XXX	BIOLOGY ELECTIVE	1-5	BIOLOGY DEPARTMENT WILL CONSIDER DIRECT EQUIVALENT CREDIT WHEN SYLLABUS IS PROVIDED.
BIO 205	GENERAL MICROBIOLOGY	4	BIOL 2604 + 2614	GENERAL MICROBIOLOGY + LAB	3+1	
BIO 206	CELL BIOLOGY	4	BIOL 2134 + 3104	CELL FUNCTION AND DIFFERENTIATION + CELL AND MOLECULAR BIOLOGY LABORATORY	3+1	
BIO 215	PLANT LIFE OF VIRGINIA	3	BIOL 2XXX	BIOLOGY ELECTIVE	3	
BIO 220	IMMUNOLOGY	3	BIOL 2XXX	BIOLOGY ELECTIVE	3	
BIO 231	HUMAN ANATOMY & PHYSIOLOGY I	4	BMSP 2135 + 2145	HUMAN ANATOMY AND PHYSIOLOGY + LAB	3+1	
BIO 232	HUMAN ANATOMY & PHYSIOLOGY II	4	BMSP 2136 + 2146	HUMAN ANATOMY AND PHYSIOLOGY + LAB	3+1	
BIO 250	BIOTECHNOLOGY RESEARCH METHODS AND SKILLS	3	BIOL 2XXX	BIOLOGY ELECTIVE	3	
BIO 251	PROTEIN APPLICATIONS IN BIOTECHNOLOGY	4	BIOL 2XXX	BIOLOGY ELECTIVE	4	
BIO 252	NUCLEIC ACID METHODS	4	BIOL 2XXX	BIOLOGY ELECTIVE	4	
BIO 253	BIOTECHNOLOGY CONCEPTS	3	BIOL 2XXX	BIOLOGY ELECTIVE	3	
BIO 254	CAPSTONE SEMINAR IN BIOTECHNOLOGY	2	BIOL 2XXX	BIOLOGY ELECTIVE	2	
BIO 255	BIOINFORMATICS AND COMPUTER APP IN BIOTECH	2	BIOL 2XXX	BIOLOGY ELECTIVE	2	
BIO 256	GENERAL GENETICS	4	BIOL 2004 + BIOL 2XXX	GENETICS + BIOLOGY ELECTIVE	3+1	
BIO 270	GENERAL ECOLOGY	4	BIOL 2804 + BIOL 2XXX	ECOLOGY + BIOLOGY ELECTIVE	3+1	
BIO 271	INTRODUCTION TO ECOLOGICAL SYSTEMS	4	BIOL 2XXX	BIOLOGY ELECTIVE	4	
BIO 278	COASTAL ECOLOGY	3	VT 1XXX	VIRGINIA TECH ELECTIVE	3	
BIO 285	BIOLOGICAL PROBLEMS IN CONTEMPORARY SOCIETY	3	BIOL 2XXX	BIOLOGY ELECTIVE	3	
BIO 290	COORDINATED INTERNSHIP	1-5	VT XXXX	NO VIRGINIA TECH CREDIT	0	
BIO 293	STUDIES IN	1-5	BIOL 2XXX	BIOLOGY ELECTIVE	1-5	
BIO 295	TOPICS IN	1-5	BIOL 2XXX	BIOLOGY ELECTIVE	1-5	
BIO 296	ON-SITE TRAINING	1-5	VT XXXX	NO VIRGINIA TECH CREDIT	0	
BIO 297	COOPERATIVE EDUCATION	1-6	VT XXXX	NO VIRGINIA TECH CREDIT	0	
BIO 298	SEMINAR AND PROJECT	1-5	BIOL 2XXX	BIOLOGY ELECTIVE	1-5	
BIO 299	SUPERVISED STUDY	1-5	VT XXXX	NO VIRGINIA TECH CREDIT	0	
BLD 101	CONSTRUCTION MANAGEMENT I	3	BC 1XXX	BUILDING CONSTRUCTION ELECTIVE	3	
BLD 101, 102 & 111	CONSTRUCTION MANAGEMENT I & II, BLUEPRINT READING AND THE BUILDING CODE	3+3+3	BC 1114 + BC 1124 + BC 2004 + BC 1XXX	INTRODUCTION TO BUILDING CONSTRUCTION + CONSTRUCTION DOCUMENTS & SAFETY + CONSTRUCTION SURVEYING + BUILDING CONSTRUCTION ELECTIVE	3+2+1+3	STUDENTS MUST TAKE ALL COURSES TO RECEIVE TRANSFER CREDIT.
BLD 101, 231 & 247	CONSTRUCTION MANAGEMENT I & CONSTRUCTION ESTIMATING I & CONSTRUCTION PLANNING AND SCHEDULING	3+3+3	BC 1114 + BC 1124 + BC 2004 + BC 1XXX	INTRODUCTION TO BUILDING CONSTRUCTION + CONSTRUCTION DOCUMENTS & SAFETY + CONSTRUCTION SURVEYING + BUILDING CONSTRUCTION ELECTIVE	3+2+1+3	STUDENTS MUST TAKE ALL COURSES TO RECEIVE TRANSFER CREDIT.
BLD 102	CONSTRUCTION MANAGEMENT II	3	BC 1XXX	BUILDING CONSTRUCTION ELECTIVE	3	
BLD 103	PRINCIPLES OF RESIDENTIAL BUILDING CONSTRUCTION INSPECTION	3	BC 1XXX	BUILDING CONSTRUCTION ELECTIVE	3	
BLD 110	INTRODUCTION TO CONSTRUCTION	3	BC 1XXX	BUILDING CONSTRUCTION ELECTIVE	3	
BLD 111	BLUEPRINT READING AND THE BUILDING CODE	3	BC 1XXX	BUILDING CONSTRUCTION ELECTIVE	3	
BLD 115	BUILDING CODES	3	BC 1XXX	BUILDING CONSTRUCTION ELECTIVE	3	
BLD 200	SUSTAINABLE CONSTRUCTION	2-3	BC 1XXX	BUILDING CONSTRUCTION ELECTIVE	2-3	
BLD 210	BUILDING STRUCTURES	3	BC 2214	WHY BUILDINGS STAND UP	3	
BLD 231	CONSTRUCTION ESTIMATING I	3	BC 1XXX	BUILDING CONSTRUCTION ELECTIVE	3	
BLD 231, 232, 242 & 247	CONSTRUCTION ESTIMATING I & II, CONSTRUCTION MANAGEMENT IV, CONSTRUCTION PLANNING AND SCHEDULING	3+3+3+3	BC 2014 + BC 2024 + BC 2XXX + BC 2XXX	CONSTRUCTION PRINCIPLES I & II + BUILDING CONSTRUCTION ELECTIVE	3+3+3+3	STUDENTS MUST TAKE ALL COURSES TO RECEIVE TRANSFER CREDIT.
BLD 232	CONSTRUCTION ESTIMATING II	3	BC 1XXX	BUILDING CONSTRUCTION ELECTIVE	3	
BLD 241	CONSTRUCTION MANAGEMENT III	3	BC 1XXX	BUILDING CONSTRUCTION ELECTIVE	3	
BLD 242	CONSTRUCTION MANAGEMENT IV	3	BC 1XXX	BUILDING CONSTRUCTION ELECTIVE	3	
BLD 247	CONSTRUCTION PLANNING AND SCHEDULING	3	BC 1XXX	BUILDING CONSTRUCTION ELECTIVE	3	
BSK	ALL BASIC SKILLS COURSES		VT XXXX	NO VIRGINIA TECH CREDIT	0	
BUS 100	INTRODUCTION TO BUSINESS	3	MGT 1104	FOUNDATIONS OF BUSINESS	3	
BUS 106	SECURITY AWARENESS FOR MANAGERS	3	BUS 1XXX	BUSINESS ELECTIVE	3	
BUS 108	BUSINESS ETIQUETTE	1	BUS 1XXX	BUSINESS ELECTIVE	1	
BUS 110	BUSINESS PROTOCOL	3	BUS 1XXX	BUSINESS ELECTIVE	3	
BUS 111	PRINCIPLES OF SUPERVISION I	3-4	BUS 1XXX	BUSINESS ELECTIVE	3-4	
BUS 112	PRINCIPLES OF SUPERVISION II	3-4	BUS 1XXX	BUSINESS ELECTIVE	3-4	
BUS 116	ENTREPRENEURSHIP	3	MGT 1XXX	MANAGEMENT ELECTIVE	3	
BUS 117	LEADERSHIP DEVELOPMENT	3	MGT 1XXX	MANAGEMENT ELECTIVE	3	
BUS 118	CONCEPTS OF SUPERVISION	3-4	BUS 1XXX	BUSINESS ELECTIVE	3-4	
BUS 121	BUSINESS MATHEMATICS I	3	BUS 1XXX	BUSINESS ELECTIVE	3	
BUS 122	BUSINESS MATHEMATICS II	3	BUS 1XXX	BUSINESS ELECTIVE	3	
BUS 125	APPLIED BUSINESS MATHEMATICS	3	BUS 1XXX	BUSINESS ELECTIVE	3	
BUS 140	INTRODUCTION TO GRANT PROPOSAL WRITING	3	BUS 1XXX	BUSINESS ELECTIVE	3	
BUS 143	EVENT PLANNING AND DONOR RELATIONS	3	BUS 1XXX	BUSINESS ELECTIVE	3	
BUS 145	PRINCIPLES AND PRACTICES OF FUNDRAISING	3	BUS 1XXX	BUSINESS ELECTIVE	3	
BUS 147	INTRODUCTION TO BUSINESS INFORMATION SYSTEMS	3	BUS 1XXX	BUSINESS ELECTIVE	3	
BUS 147 + 226	INTRODUCTION TO BUSINESS INFORMATION SYSTEMS + COMPUTER BUSINESS APPLICATIONS	3+3	ACIS 1504+ ACIS 1XXX	INTRODUCTION TO BUSINESS ANALYTICS AND BUSINESS INTELLIGENCE + ACCOUNTING AND INFORMATION SYSTEMS ELECTIVE	3+3	BOTH COURSES MUST BE TAKEN TO RECEIVE CREDIT FOR ACIS 1504.
BUS 149	WORKPLACE ETHICS	1	BUS 1XXX	BUSINESS ELECTIVE	1	
BUS 156	INTRODUCTION TO OPERATING MANAGEMENT	3	BUS 1XXX	BUSINESS ELECTIVE	3	
BUS 160	LEGAL ASPECTS OF SMALL BUSINESS OPERATIONS	1	BUS 1XXX	BUSINESS ELECTIVE	1	
BUS 165	SMALL BUSINESS MANAGEMENT	3	BUS 1XXX	BUSINESS ELECTIVE	3	
BUS 167	FINANCIAL MANAGEMENT FOR NONPROFIT ORGANIZATIONS	3	BUS 1XXX	BUSINESS ELECTIVE	3	
BUS 168	LEADING AND MANAGING A NONPROFIT ORGANIZATION	3	BUS 1XXX	BUSINESS ELECTIVE	3	
BUS 171	VOLUNTEER MANAGEMENT	3	BUS 1XXX	BUSINESS ELECTIVE	3	
BUS 200	PRINCIPLES OF MANAGEMENT	3	MGT 2XXX	MANAGEMENT ELECTIVE	3	
BUS 201	ORGANIZATIONAL BEHAVIOR	3	MGT 2XXX	MANAGEMENT ELECTIVE	3	
BUS 202	APPLIED MANAGEMENT PRINCIPLES	3	MGT 2XXX	MANAGEMENT ELECTIVE	3	
BUS 204	PROJECT MANAGEMENT	3	MGT 2114	PRINCIPLES OF PROJECT MANAGEMENT	3	
BUS 205	HUMAN RESOURCE MANAGEMENT	3	MGT 2XXX	MANAGEMENT ELECTIVE	3	
BUS 206	ADVANCED PROJECT MANAGEMENT	3-4	MGT 2XXX	MANAGEMENT ELECTIVE	3-4	
BUS 208	QUALITY AND PRODUCTIVITY MANAGEMENT	3	MGT 2XXX	MANAGEMENT ELECTIVE	3	
BUS 209	CONTINUOUS QUALITY IMPROVEMENT	3	MGT 2XXX	MANAGEMENT ELECTIVE	3	
BUS 214	COMPENSATION MANAGEMENT	3	MGT 2XXX	MANAGEMENT ELECTIVE	3	
BUS 215	PURCHASING AND MATERIALS MANAGEMENT	3	MGT 2XXX	MANAGEMENT ELECTIVE	3	
BUS 216	PROBABILITY & STATISTICS FOR BUSINESS & ECONOMICS	3	BUS 2XXX	BUSINESS ELECTIVE	3	
BUS 217	EMPLOYEE TRAINING AND DEVELOPMENT	3	MGT 2XXX	MANAGEMENT ELECTIVE	3	
BUS 218	EMPLOYEE RECRUITMENT SELECTION AND RETENTION	3	MGT 2XXX	MANAGEMENT ELECTIVE	3	
BUS 221	BUSINESS STATISTICS I	3	BUS 2XXX	BUSINESS ELECTIVE	3	
BUS 221 + 222	BUSINESS STATISTICS I & II	3+3	BIT 2405 + BUS 2XXX	INTRODUCTION TO BUSINESS STATISTICS, ANALYTICS, AND MODELING + BUSINESS ELECTIVE	3+3	BOTH COURSES MUST BE TAKEN TO RECEIVE CREDIT FOR BIT 2405.
BUS 222	BUSINESS STATISTICS II	3	BUS 2XXX	BUSINESS ELECTIVE	3	
BUS 224	BUSINESS STATISTICS	3	BIT 2405	INTRODUCTION TO BUSINESS STATISTICS, ANALYTICS, AND MODELING	3	
BUS 225	APPLIED BUSINESS STATISTICS	3	BUS 2XXX	BUSINESS ELECTIVE	3	
BUS 226	COMPUTER BUSINESS APPLICATIONS	3	BUS 2XXX	BUSINESS ELECTIVE	3	
BUS 227	BUSINESS ANALYTICS	3	BIT 2406	INTRODUCTION TO BUSINESS STATISTICS, ANALYTICS, AND MODELING	3	
BUS 234	SUPPLY CHAIN MANAGEMENT	3	BUS 2XXX	BUSINESS ELECTIVE	3	
BUS 235	BUSINESS LETTER WRITING	3	BUS 2XXX	BUSINESS ELECTIVE	3	
BUS 236	COMMUNICATION IN MANAGEMENT	3	BUS 2XXX	BUSINESS ELECTIVE	3	
BUS 240	INTRODUCTION TO BUSINESS LAW	3	BUS 2XXX	BUSINESS ELECTIVE	3	
BUS 241	BUSINESS LAW I	3	BUS 2XXX	BUSINESS ELECTIVE	3	
BUS 242	BUSINESS LAW II	3	BUS 2XXX	BUSINESS ELECTIVE	3	
BUS 255	INVENTORY AND WAREHOUSE MANAGEMENT	3	BUS 2XXX	BUSINESS ELECTIVE	3	
BUS 260	PLANNING FOR SMALL BUSINESS	2-3	BUS 2XXX	BUSINESS ELECTIVE	2-3	
BUS 265	ETHICAL ISSUES IN MANAGEMENT	3	MGT 2XXX	MANAGEMENT ELECTIVE	3	
BUS 266	PRODUCTION AND OPERATIONS MANAGEMENT	3	BUS 2XXX	BUSINESS ELECTIVE	3	
BUS 270	INTERPERSONAL DYNAMICS	3	MGT 2XXX	MANAGEMENT ELECTIVE	3	
BUS 274	FOUNDATIONS OF ENTREPRENEURSHIP	3	MGT 2064	FOUNDATIONS OF ENTREPRENEURSHIP	3	
BUS 280	INTRODUCTION TO INTERNATIONAL BUSINESS	3	HTM 2314	INTRODUCTION TO INTERNATIONAL BUSINESS	3	
BUS 281	MANAGING IN GLOBAL ORGANIZATIONS	3	MGT 2XXX	MANAGEMENT ELECTIVE	3	
BUS 285	CURRENT ISSUES IN MANAGEMENT	3	MGT 2XXX	MANAGEMENT ELECTIVE	3	
CHD 117	INTRODUCTION TO READING METHODS	3	EDCI 1XXX	EDUCATION, CURRICULUM AND INSTRUCTION ELECTIVE	3	
CHD 118	LANGUAGE ARTS FOR YOUNG CHILDREN	3	EDCI 1XXX	EDUCATION, CURRICULUM AND INSTRUCTION ELECTIVE	3	
CHD 119	INTRODUCTION TO READING METHODS	3	EDCI 1XXX	EDUCATION, CURRICULUM AND INSTRUCTION ELECTIVE	3	
CHD 120	INTRODUCTION TO EARLY CHILDHOOD EDUCATION	3	HD 1XXX	HUMAN DEVELOPMENT ELECTIVE	3	
CHD 121	CHILDHOOD EDUCATIONAL DEVELOPMENT I	3	HD 1XXX	HUMAN DEVELOPMENT ELECTIVE	3	
CHD 125	CREATIVE ACTIVITIES FOR CHILDREN	3	HD 1XXX	HUMAN DEVELOPMENT ELECTIVE	3	
CHD 126	SCIENCE & MATH CONCEPTS FOR CHILDREN	3	EDCI 1XXX	EDUCATION, CURRICULUM AND INSTRUCTION ELECTIVE	3	
CHD 145	TEACHING ART, MUSIC, AND MOVEMENT TO CHILDREN	3	EDCI 1XXX	EDUCATION, CURRICULUM AND INSTRUCTION ELECTIVE	3	
CHD 146	MATH, SCIENCE & SOCIAL STUDIES FOR CHILDREN	3	EDCI 1XXX	EDUCATION, CURRICULUM AND INSTRUCTION ELECTIVE	3	
CHD 164	WORKING WITH INFANTS AND TODDLERS IN INCLUSIVE SETTINGS	3	HD 1XXX	HUMAN DEVELOPMENT ELECTIVE	3	
CHD 165	OBSERVATION & PARTICIPATION IN EARLY CHILDHOOD PRIMARY SETTINGS	3	HD 1XXX	HUMAN DEVELOPMENT ELECTIVE	3	
CHD 166	INFANT AND TODDLER PROGRAMS	3	HD 1XXX	HUMAN DEVELOPMENT ELECTIVE	3	
CHD 205	GUIDING THE BEHAVIOR OF CHILDREN	3	HD 2XXX	HUMAN DEVELOPMENT ELECTIVE	3	
CHD 210	INTRODUCTION TO EXCEPTIONAL CHILDREN	3	HD 2XXX	HUMAN DEVELOPMENT ELECTIVE	3	
CHD 215	MODELS OF EARLY CHILDHOOD EDUCATION PROGRAMS	3	HD 2XXX	HUMAN DEVELOPMENT ELECTIVE	3	
CHD 216	EARLY CHILDHOOD PROGRAMS, SCHOOL & SOCIAL CHANGE	3	HD 2XXX	HUMAN DEVELOPMENT ELECTIVE	3	
CHD 225	CURRICULUM DEVELOPMENT FOR SCHOOL-AGE CHILD CARE	3	EDCI 2XXX	EDUCATION, CURRICULUM AND INSTRUCTION ELECTIVE	3	
CHD 265	ADVANCED OBSERVATION AND PARTICIPATION IN EARLY CHILDHOOD/PRIMARY SETTINGS	3	HD 2XXX	HUMAN DEVELOPMENT ELECTIVE	3	
CHD 270	ADMINISTRATION OF CHILDCARE PROGRAMS	3	HD 2XXX	HUMAN DEVELOPMENT ELECTIVE	3	
CHD 290	COORDINATED INTERNSHIP	1-5	HD 2XXX	HUMAN DEVELOPMENT ELECT	1-5	
CHI 101	BEGINNING CHINESE I	4	CHN 1105 + CHN 1XXP	ELEMENTARY CHINESE + CHINESE ELECTIVE	3+1	WITH PASSPORT OR UCGS, APPLIES TO GENERAL EDUCATION, PATHWAY 2.
CHI 102	BEGINNING CHINESE II	4	CHN 1106 + CHN 1XXP	ELEMENTARY CHINESE + CHINESE ELECTIVE	3+1	WITH PASSPORT OR UCGS, APPLIES TO GENERAL EDUCATION, PATHWAY 2.
CHI 201	INTERMEDIATE CHINESE I	4	CHN 2105 + CHN 2XXP	INTERMEDIATE CHINESE + CHINESE ELECTIVE	3+1	WITH PASSPORT OR UCGS, APPLIES TO GENERAL EDUCATION, PATHWAY 2.
CHI 202	INTERMEDIATE CHINESE II	4	CHN 2106 + CHN 2XXP	INTERMEDIATE CHINESE + CHINESE ELECTIVE	3+1	WITH PASSPORT OR UCGS, APPLIES TO GENERAL EDUCATION, PATHWAY 2.
CHM 101	INTRODUCTORY CHEMISTRY	4	CHEM 1015 + CHEM 1025	CHEMISTRY IN CONTEXT + CHEMISTRY IN CONTEXT LAB	3+1	CANNOT BE USED AS A PREREQUISITE FOR UPPER-LEVEL CHEMISTRY COURSES.
CHM 110	SURVEY OF CHEMISTRY	3	CHEM 1015	CHEMISTRY IN CONTEXT	3	CANNOT BE USED AS A PREREQUISITE FOR UPPER-LEVEL CHEMISTRY COURSES.
CHM 111	GENERAL CHEMISTRY I	4	CHEM 1035 + CHEM 1045	GENERAL CHEMISTRY + GENERAL CHEMISTRY LAB	3+1	CHEMISTRY MAJORS SHOULD CONSULT THEIR VT ADVISORS. A GRADE OF B IS REQUIRED FOR DEGREES IN CHEMISTRY.
CHM 112	GENERAL CHEMISTRY II	4	CHEM 1036 + CHEM 1046	GENERAL CHEMISTRY + GENERAL CHEMISTRY LAB	3+1	CHEMISTRY MAJORS SHOULD CONSULT THEIR VT ADVISORS. A GRADE OF B IS REQUIRED FOR DEGREES IN CHEMISTRY.
CHM 121	HEALTH SCIENCE CHEMISTRY I	4	CHEM 1015 + CHEM 1025	CHEMISTRY IN CONTEXT + CHEMISTRY IN CONTEXT LAB	3+1	CANNOT BE USED AS A PREREQUISITE FOR UPPER-LEVEL CHEMISTRY COURSES.
CHM 125	CHEMISTRY FOR NURSES	3	CHEM 1XXX	CHEMISTRY ELECTIVE	3	
CHM 126	COLLEGE CHEMISTRY FOR ENGINEERS	4	CHEM 1035 + CHEM 1045	GENERAL CHEMISTRY + GENERAL CHEMISTRY LAB	3+1	CHEMISTRY MAJORS SHOULD CONSULT THEIR VT ADVISORS. A GRADE OF B IS REQUIRED FOR DEGREES IN CHEMISTRY.
CHM 241	ORGANIC CHEMISTRY I	3	CHEM 2535	ORGANIC CHEMISTRY	3	CHEMISTRY MAJORS SHOULD CONSULT THEIR VT ADVISORS. A GRADE OF B IS REQUIRED FOR DEGREES IN CHEMISTRY.
CHM 242	ORGANIC CHEMISTRY II	3	CHEM 2536	ORGANIC CHEMISTRY	3	CHEMISTRY MAJORS SHOULD CONSULT THEIR VT ADVISORS. A GRADE OF B IS REQUIRED FOR DEGREES IN CHEMISTRY.
CHM 245	ORGANIC CHEMISTRY LAB I	2	CHEM 2545 + CHEM 2XXX	ORGANIC CHEMISTRY LAB + CHEMISTRY ELECTIVE	1+1	
CHM 246	ORGANIC CHEMISTRY LAB II	2	CHEM 2546 + CHEM 2XXX	ORGANIC CHEMISTRY LAB + CHEMISTRY ELECTIVE	1+1	
CHM 260	INTRODUCTORY BIOCHEMISTRY	3	BCHM 2024	CONCEPTS OF BIOCHEMISTRY	3	
CHM 261	BIOCHEMISTRY LAB	1	CHEM 2XXX	CHEMISTRY ELECTIVE	1	
CHM 290	COORDINATED INTERNSHIP	1-5	VT XXXX	NO VIRGINIA TECH CREDIT	0	
CHM 293	STUDIES IN	1-5	CHEM 2XXX	CHEMISTRY ELECTIVE	1-5	
CHM 295	TOPICS IN	1-5	CHEM 2XXX	CHEMISTRY ELECTIVE	1-5	
CHM 296	ON-SITE TRAINING	1-5	VT XXXX	NO VIRGINIA TECH CREDIT	0	
CHM 297	COOPERATIVE EDUCATION	1-6	VT XXXX	NO VIRGINIA TECH CREDIT	0	
CHM 298	SEMINAR AND PROJECT	1-5	CHEM 2XXX	CHEMISTRY ELECTIVE	1-5	
CHM 299	SUPERVISED STUDY	1-5	VT XXXX	NO VIRGINIA TECH CREDIT	0	
COS	ALL PERSONAL SERVICE TECHNOLOGY COURSES		VT XXXX	NO VIRGINIA TECH CREDIT	0	
CRF	ALL CRAFTS COURSES		VT XXXX	NO VIRGINIA TECH CREDIT	0	
CSC 110	PRINCIPLES OF COMPUTER SCIENCE	3	CS 1014	INTRODUCTION TO COMPUTATIONAL THINKING	3	
CSC 205	COMPUTER ORGANIZATION	3	CS 2XXX	COMPUTER SCIENCE ELECTIVE	3	
CSC 208	INTRODUCTION TO DISCRETE STRUCTURES	3	MATH 2534	INTRODUCTION TO DISCRETE MATHEMATICS	3	
CSC 210	PROGRAMMING WITH C++	3-4	CS 1044 OR CS 1044 + CS 1XXX	INTRODUCTION TO PROGRAMMING IN C OR INTRODUCTION TO PROGRAMMING IN C + COMPUTER SCIENCE ELECTIVE	3 OR 3+1	
CSC 215	COMPUTER SYSTEMS	3	CS 2505	INTRODUCTION TO COMPUTER ORGANIZATION	3	
CSC 221	INTRODUCTION TO PROBLEM SOLVING AND PROGRAMMING	3	CS 1064	INTRODUCTION TO PROGRAMMING IN PYTHON	3	
CSC 222	OBJECT-ORIENTED PROGRAMMING	4	CS 1114 + CS 1XXX	INTRODUCTION TO SOFTWARE DESIGN AND COMPUTER SCIENCE ELECTIVE	3+1	IF TAUGHT IN A LANGUAGE OTHER THAN JAVA, PLEASE SEE YOUR ADVISOR.
CSC 223	DATA STRUCTURES AND ANALYSIS OF ALGORITHMS	4	CS 2114 + CS 2XXX	SOFTWARE DESIGN AND DATA STRUCTURES + COMPUTER SCIENCE ELECTIVE	3+1	
CST 100	PRINCIPLES OF PUBLIC SPEAKING	3	COMM 2004	PUBLIC SPEAKING	3	
CST 105	ORAL COMMUNICATION	2-3	CMST 3044 + COMM 1XXX	ORAL COMMUNICATION CENTER PRACTICUM + COMMUNICATION ELECTIVE	1+1-2	
CST 110	INTRODUCTION TO HUMAN COMMUNICATION	3	COMM 2014	COMMUNICATION PRINCIPLES OF TEAMWORK	3	
CST 111	VOICE & DICTION I	3	TA 1XXX	THEATRE ARTS ELECTIVE	3	
CST 112	VOICE & DICTION II	3	TA 1XXX	THEATRE ARTS ELECTIVE	3	
CST 114	SURVEY OF MASS MEDIA	3	COMM 2084	MEDIA AND SOCIETY	3	
CST 115	SMALL GROUP COMMUNICATION	3	COMM 2014	COMMUNICATION PRINCIPLES OF TEAMWORK	3	
CST 120	SCREENWRITING	3	ENGL 1XXX	ENGLISH ELECTIVE	3	
CST 126	INTERPERSONAL COMMUNICATION	3	CMST 3124	INTERPERSONAL COMMUNICATION	3	
CST 130	INTRODUCTION TO THE THEATRE	3	TA 2014	INTRODUCTION TO THEATRE	3	
CST 131	ACTING I	3	TA 2024	INTRODUCTION TO ACTING	3	
CST 132	ACTING II	3	TA 2024	INTRODUCTION TO ACTING	3	
CST 136	THEATRE WORKSHOP	1	TA 1XXX	THEATRE ARTS ELECTIVE	1	
CST 137	ORAL INTERPRETATION	3	TA 1XXX	THEATRE ARTS ELECTIVE	3	
CST 140	ACTING FOR THE CAMERA	3	TA 1XXX	THEATRE ARTS ELECTIVE	3	
CST 141	THEATRE APPRECIATION I	3	TA 1XXX	THEATRE ARTS ELECTIVE	3	
CST 145	TECHNICAL THEATRE	3	TA 1XXX	THEATRE ARTS ELECTIVE	3	
CST 147	COSTUME CONSTRUCTION	3	TA 1XXX	THEATRE ARTS ELECTIVE	3	
CST 149	INTRODUCTION TO THEATRICAL MAKEUP	3	TA 1XXX	THEATRE ARTS ELECTIVE	3	
CST 151	FILM APPRECIATION I	3	CINE 2054	INTRODUCTION TO CINEMA	3	
CST 151 + CST 152	FILM APPRECIATION I + FILM APPRECIATION II	3+3	CINE 2054 + CINE 2XXX	INTRODUCTION TO CINEMA + CINEMA ELECTIVE	3+3	
CST 152	FILM APPRECIATION II	3	CINE 2054	INTRODUCTION TO CINEMA	3	
CST 160	IMPROVISATION I	3	TA 1XXX	THEATRE ARTS ELECTIVE	3	
CST 161	IMPROVISATION II	3	TA 1XXX	THEATRE ARTS ELECTIVE	3	
CST 201	INTRODUCTION TO COMMUNICATION THEORY AND RESEARCH	3	COMM 2XXX	COMMUNICATION ELECTIVE	3	SCHOOL OF COMMUNICATION WILL CONSIDER DIRECT EQUIVALENT CREDIT WHEN SYLLABUS IS PROVIDED.
CST 210	DRAMATIC LITERATURE	3	TA 2XXX	THEATRE ARTS ELECTIVE	3	
CST 211	ACTING III	3	TA 2XXX	THEATRE ARTS ELECTIVE	3	
CST 212	ACTING IV	3	TA 2XXX	THEATRE ARTS ELECTIVE	3	
CST 221	PUBLIC RELATIONS	3	PR 2044	PRINCIPLES OF PUBLIC RELATIONS	3	
CST 227	BUSINESS AND PROFESSIONAL COMMUNICATION	3	CMST 3214	PROFESSIONAL COMMUNICATION	3	
CST 228	WRITING ACROSS MEDIA	3	COMM 2024	MEDIA WRITING	3	
CST 229	INTERCULTURAL COMMUNICATION	3	HUM 3204	MULTICULTURAL COMMUNICATION	3	
CST 231	HISTORY OF THEATRE I	3	TA 2014	INTRODUCTION TO THEATRE	3	
CST 237	MOVEMENT I	3	TA 2144	FOUNDATIONS OF MOVEMENT AND VOICE	3	
CST 238	MOVEMENT II	3	TA 2XXX	THEATRE ARTS ELECTIVE	3	
CST 241	INTRODUCTION TO DIRECTING I	3	TA 2XXX	THEATRE ARTS ELECTIVE	3	
CST 245	BASIC STAGE LIGHTING	3	TA 3134	INTERMEDIATE LIGHTING DESIGN	3	
CST 250	THE ART OF THE FILM	3	CINE 2054	INTRODUCTION TO CINEMA	3	
CST 251	STAGE LIGHTING AND SOUND	3	TA 2XXX	THEATRE ARTS ELECTIVE	3	
CST 252	COSTUME AND MAKE-UP FOR THE THEATRE	3	TA 2XXX	THEATRE ARTS ELECTIVE	3	
CST 253	PRODUCTION AND STAGE MANAGEMENT	3	TA 2XXX	THEATRE ARTS ELECTIVE	3	
CST 258	SCENIC DESIGN	3	TA 2164	SCENE DESIGN LAB	3	
CST 266	OUTDOOR DRAMA	1-6	TA 2XXX	THEATRE ARTS ELECTIVE	1-6	
CST 270	FILM DIRECTING	3	CINE 2XXX	CINEMA ELECTIVE	3	
